Market Year, Value, Unit Description
"2005","0","(1000 MT)"
"2006","0","(1000 MT)"
"2007","0","(1000 MT)"
"2008","0","(1000 MT)"
"2009","0","(1000 MT)"
"2010","0","(1000 MT)"
"2011","0","(1000 MT)"
"2012","0","(1000 MT)"
"2013","0","(1000 MT)"
"2014","0","(1000 MT)"
"2015","0","(1000 MT)"
"2016","0","(1000 MT)"
"2017","0","(1000 MT)"
"2018","0","(1000 MT)"
"2019","0","(1000 MT)"
"2020","0","(1000 MT)"
"2021","0","(1000 MT)"
