Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Wellington Aero,3445,E14387,-41.322,174.804,4,G,N/A
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.


Statistics codes in this query are:
Code,Description,Units
00,Total Rainfall,Mm
02,Mean Air Temperature,Celsius
09,Total Sunshine,Hours
Note: Statistics calculations are based on Local Time.
DAY OF EXTR gives the Local-Time day for a Monthly Extreme.
Stats: Monthly
Station,Mon-YYYY(local),Stat Code,Stat Value ,Day of Extr,
Wellington Aero,Jun-2016,00,93.6,-,
Wellington Aero,Jun-2016,02,11.9,-,
Wellington Aero,Jul-2016,00,54.2,-,
Wellington Aero,Jul-2016,02,10.7,-,
Wellington Aero,Aug-2016,00,119.6,-,
Wellington Aero,Aug-2016,02,9.4,-,
Wellington Aero,Sep-2016,00,87.4,-,
Wellington Aero,Sep-2016,02,11.6,-,
Wellington Aero,Oct-2016,00,88.4,-,
Wellington Aero,Oct-2016,02,13.2,-,
Wellington Aero,Nov-2016,00,154.6,-,
Wellington Aero,Nov-2016,02,15.0,-,
Wellington Aero,Dec-2016,00,74.6,-,
Wellington Aero,Dec-2016,02,16.1,-,
Wellington Aero,Jan-2017,00,63.8,-,
Wellington Aero,Jan-2017,02,17.2,-,
Wellington Aero,Feb-2017,00,82.8,-,
Wellington Aero,Feb-2017,02,17.5,-,
Wellington Aero,Mar-2017,00,109.0,-,
Wellington Aero,Mar-2017,02,16.1,-,
Wellington Aero,Apr-2017,00,186.6,-,
Wellington Aero,Apr-2017,02,14.8,-,
Wellington Aero,May-2017,00,77.4,-,
Wellington Aero,May-2017,02,12.1,-,
Wellington Aero,Jun-2017,00,83.2,-,
Wellington Aero,Jun-2017,02,10.3,-,
Wellington Aero,Jul-2017,00,200.4,-,
Wellington Aero,Jul-2017,02,9.5,-,
Wellington Aero,Aug-2017,00,117.0,-,
Wellington Aero,Aug-2017,02,11.5,-,
Wellington Aero,Sep-2017,00,75.8,-,
Wellington Aero,Sep-2017,02,12.1,-,
Wellington Aero,Oct-2017,00,44.2,-,
Wellington Aero,Oct-2017,02,13.8,-,
Wellington Aero,Nov-2017,00,10.8,-,
Wellington Aero,Nov-2017,02,15.1,-,
Wellington Aero,Dec-2017,00,43.8,-,
Wellington Aero,Dec-2017,02,18.8,-,
Wellington Aero,Jan-2018,00,75.4,-,
Wellington Aero,Jan-2018,02,20.9,-,
Wellington Aero,Feb-2018,00,149.8,-,
Wellington Aero,Feb-2018,02,19.2,-,
Wellington Aero,Mar-2018,00,74.4,-,
Wellington Aero,Mar-2018,02,17.8,-,
Wellington Aero,Apr-2018,00,100.4,-,
Wellington Aero,Apr-2018,02,14.7,-,
Wellington Aero,May-2018,00,122.6,-,
Wellington Aero,May-2018,02,12.9,-,
Wellington Aero,Jun-2018,00,135.2,-,
Wellington Aero,Jun-2018,02,10.3,-,
Wellington Aero,Jul-2018,00,116.8,-,
Wellington Aero,Jul-2018,02,10.8,-,
Wellington Aero,Aug-2018,00,90.6,-,
Wellington Aero,Aug-2018,02,11.4,-,
Wellington Aero,Sep-2018,00,79.4,-,
Wellington Aero,Sep-2018,02,11.4,-,
Wellington Aero,Oct-2018,00,82.2,-,
Wellington Aero,Oct-2018,02,13.3,-,
Wellington Aero,Nov-2018,00,98.6,-,
Wellington Aero,Nov-2018,02,14.8,-,
Wellington Aero,Dec-2018,00,85.6,-,
Wellington Aero,Dec-2018,02,17.3,-,
Wellington Aero,Jan-2019,00,24.2,-,
Wellington Aero,Jan-2019,02,19.6,-,
Wellington Aero,Feb-2019,00,31.2,-,
Wellington Aero,Feb-2019,02,18.5,-,
Wellington Aero,Mar-2019,00,69.6,-,
Wellington Aero,Mar-2019,02,17.4,-,
Wellington Aero,Apr-2019,00,151.8,-,
Wellington Aero,Apr-2019,02,13.9,-,
Wellington Aero,May-2019,00,64.0,-,
Wellington Aero,May-2019,02,14.3,-,
Wellington Aero,Jun-2019,00,67.1,-,
Wellington Aero,Jun-2019,02,10.9,-,
Wellington Aero,Jul-2019,00,132.5,-,
Wellington Aero,Jul-2019,02,11.2,-,
Wellington Aero,Aug-2019,00,97.5,-,
Wellington Aero,Aug-2019,02,10.5,-,
Wellington Aero,Sep-2019,00,69.1,-,
Wellington Aero,Sep-2019,02,11.5,-,
Wellington Aero,Oct-2019,00,97.5,-,
Wellington Aero,Oct-2019,02,12.7,-,
Wellington Aero,Nov-2019,00,106.3,-,
Wellington Aero,Nov-2019,02,15.8,-,
Wellington Aero,Dec-2019,00,106.6,-,
Wellington Aero,Dec-2019,02,16.7,-,
Wellington Aero,Jan-2020,00,23.6,-,
Wellington Aero,Jan-2020,02,17.4,-,
Wellington Aero,Feb-2020,00,26.0,-,
Wellington Aero,Feb-2020,02,18.9,-,
Wellington Aero,Mar-2020,00,98.9,-,
Wellington Aero,Mar-2020,02,16.4,-,
Wellington Aero,Apr-2020,00,14.5,-,
Wellington Aero,Apr-2020,02,14.9,-,
Wellington Aero,May-2020,00,109.5,-,
Wellington Aero,May-2020,02,13.0,-,
Wellington Aero,Jun-2020,00,188.1,-,
Wellington Aero,Jun-2020,02,11.4,-,
Wellington Aero,Jul-2020,00,33.9,-,
Wellington Aero,Jul-2020,02,10.0,-,
Wellington Aero,Aug-2020,00,27.6,-,
Wellington Aero,Aug-2020,02,11.4,-,
Wellington Aero,Sep-2020,00,149.5,-,
Wellington Aero,Sep-2020,02,12.0,-,
Wellington Aero,Oct-2020,00,75.6,-,
Wellington Aero,Oct-2020,02,13.8,-,
Wellington Aero,Nov-2020,00,194.5,-,
Wellington Aero,Nov-2020,02,14.7,-,
Wellington Aero,Dec-2020,00,84.3,-,
Wellington Aero,Dec-2020,02,16.3,-,
Wellington Aero,Jan-2021,00,17.2,-,
Wellington Aero,Jan-2021,02,18.3,-,
Wellington Aero,Feb-2021,00,63.0,-,
Wellington Aero,Feb-2021,02,17.8,-,
Wellington Aero,Mar-2021,00,67.3,-,
Wellington Aero,Mar-2021,02,17.0,-,
Wellington Aero,Apr-2021,00,19.9,-,
Wellington Aero,Apr-2021,02,15.5,-,
Wellington Aero,May-2021,00,118.0,-,
Wellington Aero,May-2021,02,13.3,-,
Wellington Aero,Jun-2021,00,117.4,-,
Wellington Aero,Jun-2021,02,12.6,-,
Wellington Aero,Jul-2021,00,181.8,-,
Wellington Aero,Jul-2021,02,10.6,-,
Wellington Aero,Aug-2021,00,116.0,-,
Wellington Aero,Aug-2021,02,10.6,-,
Wellington Aero,Sep-2021,00,105.2,-,
Wellington Aero,Sep-2021,02,11.6,-,
Wellington Aero,Oct-2021,00,52.5,-,
Wellington Aero,Oct-2021,02,14.0,-,
Wellington Aero,Nov-2021,00,30.1,-,
Wellington Aero,Nov-2021,02,15.9,-,
Wellington Aero,Dec-2021,00,207.1,-,
Wellington Aero,Dec-2021,02,17.9,-,
Wellington Aero,Jan-2022,00,11.0,-,
Wellington Aero,Jan-2022,02,18.6,-,
Wellington Aero,Feb-2022,00,290.5,-,
Wellington Aero,Feb-2022,02,17.9,-,
Wellington Aero,Mar-2022,00,44.9,-,
Wellington Aero,Mar-2022,02,16.6,-,

UserName is = sba20180
Total number of rows output = 654
Number of rows remaining in subscription = 1998692
Copyright NIWA 2022 Subject to NIWA's Terms and Conditions
See: http://clifloecd1.niwa.co.nz/pls/niwp/doc/terms.html
Comments to: cliflo@niwa.co.nz
